TECHNOLOGY	Toshiba officially quits the laptop business	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]]
SCIENCE	From nanocellulose to gold	p[(p/p)[((p/p)/n)   n[n]] p[(p/n)   n[n]]]
TECHNOLOGY	BitTorrent Crosses Historic 2 Billion Installations	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)[((n/n)/(n/n))   (n/n)] n]]]]]
SCIENCE	SpaceX forced to abort Starship'jump "	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[n] punc]]]]]
TECHNOLOGY	Google Launches Nearby Share on Android	s[n[n] (s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
TECHNOLOGY	Shroud returns to Twitch , exclusively	s[n[n] (s\\n)[(s\\n)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]] punc] ((s\\n)\\(s\\n))]]
HEALTH	US CDC reports 5285546 coronavirus cases	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
SCIENCE	Composites launch to Mars	s[n[n] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
HEALTH	Evolving ethics of COVID-19 challenge trials	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
TECHNOLOGY	A BATTLE OF TWO ULTRAS	n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
TECHNOLOGY	American Airlines A321 Loses Wing Part	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	Another COVID Hazard False Information	s[n[(n/n)   n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	Vietnam virus surge hits Danang factories	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	FACE MASKS UNMASKED	n[n[n[(n/n)   n]] (n\\n)[(s\\n)]]
HEALTH	Thousands of Albertans likely had COVID-19	s[n[n[n] (n\\n)[((n\\n)/n)   n[n]]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n]]]]
TECHNOLOGY	Call of Duty : Warzone canister	n[n[n[n] (n\\n)[((n\\n)/n)   n[n]]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	Inside Operation Warp Speed	p[(p/n)   n[n[(n/n)   n[(n/n)   n]]]]
TECHNOLOGY	Samsung Galaxy Watch 3 review	n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]
TECHNOLOGY	Humble Bundle - Review 2020	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n[n   (n\\n)]]]]
TECHNOLOGY	New Golf impressive	n[n[n[(n/n)   n]] (n\\n)[(s\\n)]]
HEALTH	Vietnam to buy Russian Covid-19 vaccine	n[n[n] (n\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]]]
SCIENCE	Arecibo radio observatory damaged	s[n[n[(n/n)   n[(n/n)   n]]] (s\\n)]
HEALTH	US woman has second face transplant	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
TECHNOLOGY	Apple Set To Bundle Subscription Services	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]]
HEALTH	Sydney school shut after COVID-19 case	s[n[n[(n/n)   n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n[(n/n)   n]]]]]
SCIENCE	SpaceX Deserves to Be Celebrated	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]]]
SCIENCE	Mars Eerie Pulsing Nightglow	n[(n/n)   n[(n/n)   n[(n/n)   n]]]
HEALTH	Australia suffers deadliest day of virus	s[n[n] (s\\n)[((s\\n)/n)   n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]]]]
TECHNOLOGY	Apple TV+ Launching Video Content Bundle	n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]
HEALTH	Greater Shepparton records four active cases	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
HEALTH	Researchers working on COVID-19 antibody trial	n[n[n] (n\\n)[(s\\n)[((s\\n)/p)   p[(p/n)   n[n[(n/n)   n[(n/n)   n]]]]]]]
HEALTH	Digital public health and COVID-19	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)[conj   n[n]]]
SCIENCE	Long Neck Helped Reptile Hunt Underwater	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))[(((s\\n)/(s\\n))/n)   n[n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]]
HEALTH	Drive against polio from tomorrow	(s\\n)[(s\\n)[((s\\n)/p)   p[(p/n)   n[n]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]
TECHNOLOGY	The Art of Ghost of Tsushima	n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[n[n] (n\\n)[((n\\n)/n)   n[n]]]]]
HEALTH	A fruitful monsoon diet !	n[n[(n/n)   n[(n/n)   n[(n/n)   n]]] punc]
TECHNOLOGY	Halo Infinite Delayed to 2021	s[n[n[(n/n)   n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
HEALTH	12 new COVID cases in NSW	n[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (n\\n)[((n\\n)/n)   n[n]]]
HEALTH	Ultimate virus decision facing Victoria	n[n[n[(n/n)   n[(n/n)   n]]] (n\\n)[(s\\n)[((s\\n)/n)   n[n]]]]
TECHNOLOGY	Golden cross on the daily chart	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
TECHNOLOGY	Maserati expands Trofeo collection	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]
HEALTH	Another congovirus case surfaces	s[n[(n/n)   n[(n/n)   n]] (s\\n)]
TECHNOLOGY	Samsung Galaxy Tab S7 Plus	n[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (n\\n)]
HEALTH	Why sourdough went viral	s[(s/s)   s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]]
HEALTH	Lupus Anticoagulant Tied to COVID Thrombosis	n[n[n[(n/n)   n]] (n\\n)[(s\\n)[((s\\n)/p)   p[(p/n)   n[n[(n/n)   n]]]]]]
TECHNOLOGY	macOS 11.0 Big Sur preview	n[n[n[n   (n\\n)]] (n\\n)[((n\\n)/(n\\n))   (n\\n)[((n\\n)/(n\\n))   (n\\n)]]]
HEALTH	Conflicting advice amid NSW aged outbreak	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
HEALTH	AI Identifies Novel Autism Subtype	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
TECHNOLOGY	Rare Celebrates Its 35th Anniversary	s[n[n] (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
HEALTH	Researchers explore how Covid-19 infects lungs	s[n[n] (s\\n)[((s\\n)/s)   s[(s/s)   s[n[n] (s\\n)[((s\\n)/n)   n[n]]]]]]
HEALTH	Sweet cause for concern	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]]
TECHNOLOGY	Our 12 Favorite Chrome Extensions	n[(n/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]
SCIENCE	Biotechnological production of a natural antibiotic	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[(n/n)   n[(n/n)   n]]]]
HEALTH	Covid-19 update : 13 August 2020	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[n   (n\\n)]]]]]
TECHNOLOGY	Xiaomi unveils $ 10000 transparent TV	s[n[n] (s\\n)[((s\\n)/n)   n[n[(n/n)[((n/n)/n)   n] n[(n/n)   n]]]]]
HEALTH	U.S. CDC reports 5,340,232 coronavirus cases	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
SCIENCE	Aurora , Meet Airglow	(s\\n)[((s\\n)/(s\\n))   (s\\n)[punc   (s\\n)[((s\\n)/n)   n[n]]]]
HEALTH	Coronavirus death reported in Lancashire hospital	n[n[n[(n/n)   n]] (n\\n)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n[(n/n)   n]]]]]]
HEALTH	A memo from the year 2050	n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[(n/n)   n[n   (n\\n)]]]]
TECHNOLOGY	Ford Fusion : Dead	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/(s\\n))   (s\\n)]]
TECHNOLOGY	Phil Schiller advances to Apple Fellow	s[n[n[(n/n)   n]] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n[(n/n)   n]]]]]
SCIENCE	Perseid Meteors and More ?	n[n[n[n[(n/n)   n]] (n\\n)[conj   n[n]]] punc]
SCIENCE	Fluorescent Materials Glow Bright	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
WORLD	Lebanon before and after the explosion	n[n[n] (n\\n)[((n\\n)/n)[((n\\n)/n)   (((n\\n)/n)\\((n\\n)/n))[conj   ((n\\n)/n)]] n[(n/n)   n]]]
SCIENCE	Ancient galaxy quite chill , actually	s[n[n[(n/n)   n]] (s\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[(s\\n)   punc]] ((s\\n)\\(s\\n))]]
TECHNOLOGY	Microsoft Flight Simulator review	n[(n/n)   n[(n/n)   n[(n/n)   n]]]
HEALTH	US CDC reports 5340232 coronavirus cases	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
TECHNOLOGY	Expired	(s\\n)  
TECHNOLOGY	Android TV Sees Massive Yearly Growth	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
SCIENCE	Xiamen and Quanzhou	n[n   (n\\n)[conj   n]]
TECHNOLOGY	BMW 's Most Controversial Cars	n[(n/n)[n[n] ((n/n)\\n)] n[(n/n)[((n/n)/(n/n))   (n/n)] n]]
HEALTH	Latest on worldwide coronavirus spread	(s\\n)[((s\\n)/p)   p[(p/n)   n[n[(n/n)   n[(n/n)   n]]]]]
WORLD	Zim seeks to improve domestic airstrips	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]]
HEALTH	US CDC reports 5176018 coronavirus cases	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
TECHNOLOGY	How to use Instagram Reels	s[(s/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]
WORLD	CA Forecast	n[(n/n)   n]
WORLD	Africa exceeds 23.000 recoveries from Covid-19	s[n[n] (s\\n)[((s\\n)/n)   n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]]]]
TECHNOLOGY	Brand Moves for Monday August 10	s[n[n] (s\\n)[((s\\n)/p)   p[(p/n)   n[n[n] (n\\n)[((n\\n)/n)   n]]]]]
WORLD	Mnangagwa guns for churches	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n]]]
HEALTH	Covid-19 lockdowns may escalate obesity epidemic	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]
WORLD	US Forecast | Regional	n[n[n[n[(n/n)   n]] punc] (n\\n)]
HEALTH	Coronavirus severely restricts Antarctic science	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n]]]]]
HEALTH	Coronavirus : latest global developments	n[n[n] (n\\n)[((n\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]
WORLD	Police parades 45 suspects in Borno	s[n[n] (s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]]
TECHNOLOGY	Sony WH-1000XM4 wireless headphones officially unveiled	s[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
TECHNOLOGY	Robotic coral removes contaminants from water	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/p)[(((s\\n)/p)/n)   n[n]] p[(p/n)   n[n]]]]
WORLD	Catherine the Great Facts	n[(n/n)   n[(n/n)   n[(n/n)   n]]]
SCIENCE	Using air to amplify light	(s\\n)[((s\\n)/(s\\n))[(((s\\n)/(s\\n))/n)   n[n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n]]]]
TECHNOLOGY	Google turning smartphones into earthquake detectors	n[n[n] (n\\n)[(s\\n)[((s\\n)/p)[(((s\\n)/p)/n)   n[n]] p[(p/n)   n[n[(n/n)   n]]]]]]
HEALTH	Clearing confusion on asymptomatic spread	n[n[n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[n[(n/n)   n]]]]
WORLD	The Musk Ox and Me	n[n[(n/n)   n[(n/n)   n]] (n\\n)[conj   n]]
